Sentiment,Tweet
-1,Xavi is dying in the new heated audi seats! hahahahahaha
-1,X-Factor axed Cheryl Cole;Some other bint's in her role;She should just fuck em off;& run off with The Hoff;Coz Cowell is a fuckin arsehole.
0,WTS Brand new sealed set samsung r440 ~http  via @user
-1,Wth am I so nauseous . Urgh I wish I could take a nap.
0,WTF! NO! RT @user Noooo! RT @user Breaking: Microsoft nears a deal to buy Skype for more than $7 billion ~http
-1,WTF was that; bella would never leave edward like that#fuckyousummit
-1,Wtf iz up its gucci mane og...
-1,Wtf are u kidding me!!! The saints are marching in welp!!
1,Wtchn Dum Maro Dum!!! Finally!!!!! Loving it!!!!!! Superb film!!!
0,WSJ.com - Microsoft to Acquire Skype ~http 
0,wrote lovin @user on my hand with pen then fell asleep wheni woke up the ink transferred to my face so now its on my face backwards
0,Write-up at Vino Pronto ~http
0,Wrappin' up the week in LNJF with your tweets; it's Late Night Twitterverse! See if yours is in here: ~http
1,Wow;there's so many st nicks girls going back home alrdy...with house tee somemore!I even saw a girl wearing hse tee go out sia!lol!
0,Wow; Uprising by Muse plays after the Nintendo conference. Today is epic.
1,Wow; the sun was out this morning and I almost didn't recognise that thing in the sky!
0,Wow; o'neil leaves villa! Bit of a shocker
0,Wow; no Samsung Galaxy Tab in Australia ~http 
0,Wow; Microsoft And Google Are Punching Each Other In The Face Right In Front Of Us! ~http 
1,wow; gotta love waking up to the july sunshine :l
0,Wow; bold move for #Audi: tv ad clearly referencing #Mercedes and its 'old fashioned-ness'. Audi says it's the the new frontier in luxury.
0,wow; archer was RIDICULOUS last night--a return to season 1 form! #archerfx
1,Wow...my husband @user  looks so good in that new adidas commercial..#justsaying
0,Wow... First pair of Nike Air MAG aka McFly's sold for $37;000.00!!
0,Wow. Was knitting; listening to The Fray and suddenly burst into tears. Where did that come from?
-1,Wow. Samsung Vibrant 4g. Fuck you T Mobile and Samsung. No wonder you removed the FFC. And haven't put out Froyo. Bastards.
0,Wow! RT @user Microsoft celebrates Windows Phone 7 RTM with funeral parade for BlackBerry and iPhone ~http 
1,"Wow! Mind blown!! RT @user Nike Air Mag ""Marty Mcfly"" 2015 First Look = BAD AS #!@% ~http "
1,WOW! KRisten looks AMAZING
0,Wow! I just won this for free; Pokemon Black - For Nintendo DS ~http  #listia
0,Wow! I just won this for free; Nintendo (NES) WWF WrestleMania Video Game ~http  #listia
1,Wow! I just won this for free; N64 Nintendo 64 RUGRATS Scavenger Hunt GAME ~http  #listia
0,Wow! Get 50% off the Adidas men's trendy shoe the #Nizza Hi ~http 
1,WOW what a pretty cardigan corgi at Westminster Dog Show. Caught the cameo as well. Love the Corgis! Congrats to the Beardie too.
1,wow those nike air mag shoes are something serious
1,Wow this single mom is a friggin herooo *thumbs upp* Im so proud! ~http 
0,WOW the best site online to gain more twitter followers for FREE: ~http 
0,Wow that was quick - brisbane goal.     -_- #aflpieslions #gopies
0,wow that was fun.   we had sketchy ppl in front of us and behind us and ppl gettin scanned. j and i breezed right thru! woot.  now food time
0,wow Samsung galaxy S II or Apple Iphone 4 ? What to buy tell me?
0,Wow really? Smh  @user UPS guy stole a pair of @user asics. One empty box of 11.5.... i cant wait to see him today.
1,Wow Nike just released Boise's Pro Combat Uni's for the UGA game next weekend.....pretty sharp I must say ~http 
0,Wow in jersey umm not sure how to process this place
-1,Wow if toronto starts letting corporations buy rights to have their name on everything except city hall; the city is fucked. #sellouts
0,Wow I haven't been on here 4ever! What's up everyone?!?
0,wow I forgot I had a twitter account LOL
0,Wow eBay has 1;726 openings ! I wonder how many we will have after microsoft acquires us? ~http 
1,wow 14 new followers request! i feel so popular! hahahahaha((:
1,Wow - neat! RT @user Bing Maps calculates taxi cab fares ~http 
-1,Wow - Honda actually used the Happy Birthday song in an Accord ad. Eldred v. Ashcroft! Sony Bono Copyright Term Extension Act of 1998! SUE!!
0,Wow - German court to rule on ban of Samsung Galaxy Tab 10.1 ~http 
0,Would prefer 2 spell like the English; it just makes more sense - Like @user & @user. Favour makes more sense to me than favor.
1,Would love to use a Microsoft surface. Think of the apps
1,Worth reading. Samsung ships 1 million Galaxy S phones ~http 
-1,Worst Twitter campaign ever? Microsoft uses Japanese disaster to boost Bing. - ~http  #computerworld #socialmediamarketing
-1,worst than a lady at the flea swearing up and down the purse is a real lucci i mean gucci lmao @user
0,Worst nite.!
-1,worried about a possible gum infection.
-1,Worldstar has a video sayin Nike is finally releasing the McFly's -___- dont play with my emotions
0,World's Most Unique Travel Destinations ~http 
1,World's Most Powerful Income Creation Formula; Used by Hollywood; Apple; Microsoft ~http
0,World Trade Center steel installed at Hilton library; Maplewood: A piece of steel from the World Trade Center wa... ~http 
0,World of Warcraft – Sony Vegas Tutorial (Wintergrasp Siege Engines) ~http 
1,Working! Love this job ~http 
1,Working out w/ the young guys at Adidas Nations camp in Chicago. Some very talented & personable young men here.
0,working on my fan fiction.
-1,workin alone again...at least it isn't for 10hours today
1,Work tonight then tomorrow night isssss DOLLAR BEER NIGHT
0,Word but ima real #BOSS dat have 40 associatez lol RT @user If everybody a boss; then who's really workin'?
1,Woot woot! A- in math exam! :D
0,Woop! 100 skydives have been booked with us so far this year! Fancy jumping out of a plane to help raise vital funds...~http
1,WOOOO!!!!!! Go Team Hamilton. We knew you could do it. Thanks to every one for voting; keep spreading the word. ~http 
1,woohoo! finally got audio bk on! i just need to put web cam; microsoft office; excell; powerpoint ect. bk on! probs take me all nite!!
0,Woohoo! Back at home!! Wondering whether to play gears or if I'm too tired...
1,Woohoo booked tickets for harry potter on friday!! Cant wait too excited ha
0,Wood sandpiper showing well below the main hide today; along with Arctic tern.
-1,Wonders what kind of United fan says 'Man U'? Learn the history of the club and stop that shit!
0,wondering if Sony now gets the rights to Michaels song catalog... if so; I find that really suspicious... did Sony kill the King of Pop?
-1,Wondering if my gucci shoes survived this horrible weather again!
0,wondering how much Nike have spent on the whole #nikemag programme???
0,wonder wot made adidas come up wiv dis concept?! ~http 
0,wonder how Adidas feel about the riots as they seem to inadvertently sponsor it as everyone seems to be wearing their hoodies #londonriots
1,Won my first game with my new teaaaam :) 70 something to 13 hahahhaha
1,Won my first game of texas hold 'em! #beginnersluck
0,WOMP WOMP smh...
0,Women In Science ~http
-1,women are just selfish bitches. they only care bout themselves and have no consideration for you. #KarmasABitch
0,Woke up; with alot on my mind.
1,Woah RT @user Yo I gotta stalker lmao ...she's like 30 maybe 40 lmao
0,wmiff--august 19-20 lmaxim ft mike Jones; best music video 2011; @ Hilton dc--we holding it down str8team ent a... ~http 
0,With Tiiish Baaby
0,With the Bing Search Engine; Microsoft Plays the Underdog - ~http 
0,With Office 2010; Microsoft Braces for Battle; ~http 
0,With just 20 snow shovels left (£19.99) we thought we'd open early tomorrow morning at 8.45am. But hurry; we'll be... ~http 
0,With #MyPCSavings from Staples; I will save for a trip to South Africa! ~http 
0,Wit her u spend it all; i dnt spend nun but tyme takin off her draws #ImOneOne
0,Wishing my 5 year old would go to sleep!!!
-1,wishing i was chelsea
-1,wishing I had bought seedless watermelon
1,Wishing @user never discontinued Gucci Rush for men. That was my signature scent #sadface
0,Wishin I had someone to tlk to right abt now. The babe and the bff are outtie right now. I miss the both. Feburary come soon
1,WISH YOU WERE HERE                                                                 =')
-1,Wish we could be friends:(
-1,Wish Twitter had Live Chat.. Zzzzzz
1,Wish me luck for all my 4 fking papers.. =.= h8 studying
-1,Wish I was at wembley #comeonengland
-1,Wish I was a stripper at times so I could get that fast money
0,wisdom tooth equals ouch + chipmunk face x 10;0000
0,Winners announced for the Microsoft Path to the Private Cloud Contest:  ~http  #VMlimited #VMworld
0,Windows Server Blog: Microsoft Windows Server Enterp... ~http 
1,Windows Intune Upgrade: Ready for Microsoft Partners?: When Microsoft activates the next major Windows Intune re... ~http 
0,Windows 8; Mac OS X 'Lion' Show Apple; Microsoft Philosophies ~http 
0,Windows 8 leaks show Microsoft Mobile and Office influences - Telegraph ~http  via @user
0,Windows 7 will NEVER tempt me away from the perfect Apple MAC OS. Who needs the mental terror? Avoid the hype
0,Windows 7 Family Pack  Only $149 for -3 licenses of Windows 7! Take advantage today through the Microsoft Store!
0,Windows 7 and Office 2010 Drive Microsoft to Record .. ~http 
1,Win Xbox!  Read Microsoft Path to the Private Cloud Contest update! ~http  rules: ~http  #VMlimited; #VMworld
0,Win some of the new Nike SB Omar Salazar shoes tonight at Innerspace's Wicked Wednesday Skate Jam. ~http 
0,win latest Sony Laptop ~http
0,win latest Sony Laptop ~http 
0,Win an Alpha & Omega Nintendo DS Game: ~http 
0,Win a Sony VAIO laptop contest. You can enter by following @user and retweet. ~http
1,Win a Sony VAIO laptop contest. You can enter by following @user and retweet. ~http 
0,Win a Sony PS3 Move Bundle @user ~http 
0,Win a Sony PS3 Call of Duty Bundle @user ~http 
0,Win a Sony Playstation 3 @user ~http
0,Win a Sony Playstation 3 @user ~http 
1,Win a Red Nintendo Wii Bundle! @user ~http 
0,Win a Nintendo Wii @user ~http 
1,Win a Nintendo Wii & the latest Super Mario Galaxy 2.Follow @user retweet this to enter
1,Win a Nintendo DS and/or copy of Crafting Mama by going to craftbits.com or craftgossip.com!!!
0,Win a FREE Nintendo 3DS System from @user! ~http 
0,"Wimpy LOL""@carolinagrowl: One practice instead of two? Two less hours of standing in heat! RT @user @user why are u for it?"""
0,willyfuhreally #notagoodlook if you wear nike socks w/ dress shoes; especially to church hmm...what if your a chick ha!
-1,Will's stag do was messy last night....if he's as hung over as me he's in trouble!
0,Will this be the most social SharePoint Conference ever SPC11: This year it looks like the Microsoft SharePoint ... ~http 
0,will sony sign on -pay this hot LONE RIDER LIVE MUSICIAN =85Bil. TO ROCK THE NATION WITH SONY PRODUCTS RMT
0,will sony sign on -pay this hot LONE RIDER LIVE MUSICIAN =85Bil. TO ROCK THE NATION WITH SONY PRODUCTS OR WILL SOMEONE ELSE PAY MORE RMT
0,will pray 4 Basktball to join CWG soon. so dat i can b more intrsted in dem. n ya hoping alot 4m my Badminton. bst f luck 2 Indian shutlrs.!
0,Will Microsoft pursue HTC or Nokia in reaction to Google-Motorola?Would they consider being hardware vendor eventually? ~http 
0,Will Business Meetings Use Microsoft Avatar Kinect?  ~http
0,Will bing give google a run in 2010?
0,Will be listening to Senator #Kean and Senator #Sweeney talk about NJ politics at the #MCCC Legislative Lunch today. ~http 
0,Wiikey Nintendo Wii Mod Chips – Build Your Import Wii Game Collection In The Slow Summer Months: As seems to be ... ~http
0,Wicked Wednesday skate jam tonight at Innerspace!!  Hosted by the fine folks at Goods and Nike SB. Get ready for a... ~http
-1,Why you can't search for phpBB on Bing Micrsft is brnging bluescreens to the web @user @user   ~http 
-1,Why Would Lamiek Ask Joey Is He Good And Joey Say Yeah My Nigga I'm Gucci And Lamiek So Oh Aight Cuz I'm Louie ROTFF
-1,Why when setting up my email via Microsoft exchange on my iPad it keeps asking for my password ? Ugh
-1,Why this nigga in my apartment try and tell me all he wear is Nike and said yea I know you wear the something everyday lmaoo
-1,Why they playing all these sad songs
-1,Why the hell did my mom give this bitch a key
0,Why the Future of Travel Marketing is Mobile - Hilton Saw $40 ROI for every $1 Spent of Mobile - ~http
-1,Why the crap am I up so early?!
0,Why QR Codes Are Here to Stay [OPINION] ~http  via @user @user
-1,why on earth did they make this movie? never watch legally blondes. it is so dumb.
0,Why not get glammed up and come along to our Black Tie Charity Ball at the Hilton in Liverpool. Details here ~http 
-1,Why must I love such spendy UK glossies? ~http 
0,Why Microsoft is Buying Skype for $8 Billion ~http
-1,Why Microsoft is 3X Better than Apple for Customer Support ~http  via @user
0,Why isn't there a Nintendo theme park? If I could; I would build one myself.
0,Why is there no college games on?
-1,"Why is microsoft word trying to correct ""What do they want"" to ""What they want""?"
0,Why is it; when I buy new makeup for my kit; I want to clean it out and go thru it again??? Even tho I had just gone thru it; two days ago.
-1,Why has Google removed cached from it's UK pages...had to reset home page to .com....so annoying; if that goes too; I'll use Bing :I
0,Why doesn't MIcrosoft market the home server software better? It is a great network backup solution
0,Why does water continuous fall from the sky?
-1,why does nintendo keep making these big HUGE ass portable game systems....who's really gonna put that in there pocket and take it with em
0,Why does McDonalds do this to their employees? ~http 
-1,Why does Gucci have an ice cream cone tatted on his face......smh
-1,Why does Google look like Bing today?! Don't like it. Switching to Bing ;)
0,Why do you look like a Hampster with Guile from Street Fighters hair; Tell me why why!? @user
0,Why do websites keep tellin me u need flash player to use them? Oh wait mwa ha ha IPhones! #blackberry
0,Why do squirrels swim on their backs ?
-1,Why do ovens take forever to heat up?!
-1,Why do Microsoft updates always kill the sound on my laptop?
-1,why do i feel so rank when i only had 3 drinks!?
-1,Why cant ii eat anythingg! This really isnt me to not eat my tea! xx
-1,Why can't I ever say what's on my mind -.-
0,Why are women allowed in a mens locker room. NFL needs to ban her from all locker rooms; however  she is perfectly welcome in my kitchen.
0,why are all the Nike shoe boxes orange.. #justwondering
0,Why Americans hate their jobs - The Week ~http  Do you agree or disagree?
0,Why am I watching Paris Hilton bff; dubai....?
0,Why am I drawn to early morning jobs/ activities? Night night
0,Why am i awake?
0,Why :/ RT @user @user I'm not going o:
0,Whts every1 doin  Rainboez~N~Hoez
1,wht a wedding dis is!wow live music by marians & a live papare band!!?:D
0,whose all goin to see gucci tonight
0,Whos's watching the game? #kickoff #football #sport
0,Whos ready for Sony at E3 ?! :D
1,whos gonna be my 1000th follower?! @user @user @user ?? whowhowho
0,Wholesale Nike Jordan fusion Shoes Prada Gucci Coach Chanel Armani Polo Lacoste Berburry: buy brand shoe.jeans;bags  ~http 
0,Wholesale Nike Jordan fusion Shoes Prada Gucci Coach Chanel Armani Polo Lacoste Berburry: buy brand shoe.jeans;bags  iFashion2011.com
0,Wholesale Nike Jordan fusion Shoes Prada Gucci Coach Chanel Armani Polo Lacoste Berburry: buy brand shoe.jeans;bags   iFashion2011.com
1,Whoa? Why is my Microsoft point balance suddenly 1200 points more?
0,WHOA OMFG TDA SPECIAL APRIL 6th~ :D
0,who's going to bamboozle?
0,Who's coming out? Share your AF1 Story @ the Nike Video Booth Sat. Sept.10 @user Toronto ~http
0,Who's cheatting? Google vs. Bing ~http  via @user
0,Who will uniteds next signing be
1,Who wants to get me more followers? I'll give shout-outs... xoxo Gaga
0,Who want to buy my t-mobile Samsung galaxy?!
1,Who want a pair of nike free? Brown size 6.5 womens which is normally like a 6 wmns cause they run small
0,Who tryna smoke wit me?
-1,Who the fuck is Perez Hilton and why is she verified?
-1,Who tf did willo smith hair not kute
0,Who said sony isn't the way of life; who ever said it knows the devil is a lie.
0,Who remembers microsoft encarta? And the grandmaster flash video on there? #howhiphopchangedtheworld
0,Who Needs An API? Powerinbox Adds Google+ Client To Its Email Platform via @user ~http 
0,who likes my bgg?
-1,Who knew that vomit patterns were the look for fall? RE: Christina McHale's Adidas skirt. #USO2011
0,Who inspires you the most? — Amor Hilton ~http 
0,WHO GOT GAS MONEY TO GO TO #OPERA TONIGHT..CANT PICK EVERYBODY UP LOL
0,Who got bing bings?!?!?
-1,who do I need to talk to about getting my name approved on Microsoft Word? Sick of the #redsquiggles
0,Who cares about shoes?  Nike should get those sweat shops working on hoverboards.
1,who cares 2 join me am lodging @ Transcorp HILTON 4 3 DAYS.lady only pls;start calling.07036059512
-1,"Who can afford Apple displays? Two dvi Samsung 23"" high end monitors are still cheaper than a single Apple one."
0,who all going to the classic?
0,While I know I do represent PlayStation errrday; I have to say that I'm probably more of a Nintendo fan. :D
0,Which u perfer...jimmy choo? Or gucci stiletto?
0,Which Microsoft product reported ZERO security vulnerabilities in 2010? Lets hear your guesses.
0,Which is best for a K teacher to take great; quick pics? Canon PowerShot ELPH 300 HS or Sony Cyber-shot DSC-WX9? #kinderchat #digitalcamera
0,Which has better quality? Flip Video Camera (HD) or Sony 2009 Handy Cam? ~http  sony hd video camera ;O
0,Which Camera Should I Get: Nikon D5100- ~http  Sony SLT-A55- ~http  Im leaning towards the Sony
0,which #android #qwerty #mobile phone to get? Samsung Galaxy Pro B7510 or Motorola Charm or Acer beTouch E210?
0,Whether you admit it or not; everyone is an #ICONiac but ill admit it ;))
1,Whether it's going up or down; always count your fortune. #glasshalffull
0,WHERES THE NEW NICKI MUSIC ?
0,Where's the weightroom ??
0,Where's my lift like #stressing
0,Where's jeremy kyle; 'man of the people' he could mediate this; as he's said he's been uneployed before; for a whole fortnight! He gets it.
0,Where U at?
0,Where the wild things are=Drake
-1,Where the hell is@Enray884
0,Where my boy @user at???
0,Where is the dawgon nike store. #slacking
0,Where is my LoZ: Skyward Sword? i want some answers Nintendo D: #Zelda #SkywardSword #Nintendo
0,Where is my Love @user.
0,Where can I find the best deal on a new unlocked Samsung Jet cell phone? ~http 
0,Whenever i see a black person with gucci i automaticly assume its fake
