Sentiment,Tweet
0,Wir sind auf der sony ericsson schulung angekommen. Mal sehn was es neues gibt.
-1,Wir können ja einen offenen Brief an die CDU schreiben; auf dass die Sorgen verbieten. Ich wäre dafür. @user
0,Wir hon heute bim Basketballcup des Finale erreicht und dann hon i no latein glernt #duknb
0,Wir haben zwei neue Outdorseite in unserer Blogroll: Freiluft-blog (~http  und Trekking | Blog (~http )
0,Wir haben das Mammut Smart Alpine für euch getestet. Schaut es euch an: ~http
0,Wir brauchen nicht zu prüfen;ob die ganze Arbeit ein Plagiat ist; sagte der praesident@uni-bayreuth.de ;sehen das alle so? #Guttenberg #fail
1,"Wir ""rennen"" jetzt auf die Microsoft Standparty :) Aber vorher noch Franzis Wrap Up vom #CeBIT Tag 3.... ~http "
1,Windows 7 Deployment Wettbewerb - nehme teil und gewinne exklusiv eine Reise zu Microsoft nach Redmond - ~http 
0,Will gerade mit dem zeitraffer anfangen finde aber meinen Stativkopf nicht.
0,Wieso sieht Google heute eigentlich aus wie Bing? Haben die tatsächlich endlich Microsoft gekauft?
-1,Wieso macht Nintendo Werbung fuer goldeneye mit Grafik aus der Steinzeit ?
0,Wiesbaden sucht einen Projektleiter im Microsoft Umfeld (m/w) ~http 
1,wieder zuahuse.. xD war doch ganz schön ;) .. gleich mal schnell duschen dann gucken was geht (:
1,wie wunderschön ich den tag verschlafen hab...wake up call..
0,wie wird nun eigentlich das iPhine 5 aussehen ohne #SteveJobs????
0,Wie viele Zugriffe müssen das wohl sein auf #gameone damit der Server einknickt?
0,Wie Sie ohne Investitionen einen Kapital von € 32;500; - erhalten können; finden Sie auf ~http  *** Bitte notieren Sie BIG_7843
0,"Wie sicher ist die deutsche ""SwissID""? ~http "
1,wie süß *-*
0,Wie oft hab ich den schon gesehen und nur Paris Hilton erkannt?! -.-
-1,Wie ich einfach schon wieder kotzen könnte. Und heulen. Am Besten abwechselnd. Scheiße.
1,Wie geil RT @user Samsung lässt Galaxy-Tab-Displays künftig auf Rückseite montieren ~http 
0,Wie findest du die werbung von katy perry auf prosieben?
-1,Wie du hast bis drei geschlafen ? :D Ach du scheiße.
1,Wie die Zeit vergeht; wenn man Spaß hat.
0,Wichtige Hinweise zum Thema Personalienfeststellung: ~http  ~http  #s21
0,Wichtig für alle die ein #ff geben - hier die Regeln in Deutsch: ~http  BITTE RT!
0,Wichteln twittern!!!: Also Ihr Menschen habt schon dolle Techniken. Wir haben jetzt Twitter entdeckt. Zwar mach.. ~http
0,werd ich morgen im stande sein früh aufzustehn ??? je ne sais pas !!!!!
0,Wer noch keinen eBook-Reader hat: Am 16.12. ab 17.00 Uhr ein Sony PRS-505 als Angebot mit eBook-Gutschein. Infos folgen hier.
0,wer im schlamm steckt;kann über ein schiebedach froh sein. #searock
0,wer hier Angst hat hat schon verloren..~http 
1,Wer hat an der Uhr gedreht; ist es wirkich schon so spaet...... *sing*
0,Wer fordert jetzt ein Fernsehverbot von G. #Depardieu?
0,Wer das liest ist blöd.
0,Wer auf dem Holzweg ist; sollte Leim dabei haben.
0,Wenn Zeit ist werde ich heute einen eBook-Reader von Sony mal testen ( beruflich natürlich)
-1,wenn sarah knappik im tv über paris hilton urteilt; stimmt was nicht am sonntagmorgen.
0,Wenn mich keiner faven will; fave ich mich halt selbst! So!
1,wenn man tot ist geht es allen besser
0,Wenn Justiz und Gesetzgebung die #Mediation wirklich wollen; sollte so etwas hier eigentlich nicht sein: ~http 
-1,Wenn es eines ist; was ich nicht ausstehen kann; dann sind das Lügen.
-1,Wenn einen der Schmerz von innen auffrisst...
0,Wenn du jeden Tag denkst es waere dein letzter; wird der Druck irgendwann unermesslich.
0,Wenn auf dem Microsoft Stand irgendwo Stau ist; dann vor dem Office Kino. Carolin hat sich für unsere nächste Folge... ~http 
0,Wenn #Weihnachtsmänner #Glüwein trinken;....~http 
0,Weltweite Wii-Software-Verkaufszahlen von Nintendo: Nintendo hat eine Liste mit weltweiten Software-Verkaufszahl... ~http 
0,Wellness am Freitag und LuuBooks für Intellektuelle; Intelligente sowieso; Sammler inklusive and Highspeed-Leser ~http 
-1,Welche Katastrophe? @user Drei Jahre hattet ihr Zeit um solch eine Katastrophe nicht zu veranstalten. Peinliche Nummer! @user
0,Weitere Details zum Wii-Redesign in Europa: Wie das Official Nintendo Magazine aus Großbritannien berichtet; wir... ~http 
0,Weiter geht es mit: #ff @user @user @user @user @user @user @user @user
0,"Weisheit des Tages: ""In der Kanalisation lebst der Kanaligator."""
1,Weil´s Spaß macht! #ff @user @user @user @user @user @user
0,Weil es nicht gestellt ist. ~http 
1,Weihnachtsmarkt war geilo. Jetzt nach hause und dann überlegen was als nächstes anliegt :)
-1,weiße fingernägel sind der shit.. xD xD
0,Wehe; der VW Wolfsburg holt ›meinen‹ Hans Meyer ... ☹ #FingerWegVomFeuerwehrmann
0,Wechsel von XING zu LINKEDIN...ist es von Vorteil oder wieder nur ein Zeitfresser? ~http  Mein Tipp: Zu LINKEDIN WECHSELN
0,Website zum 25-jährigen Zelda-Jubiläum geht online: Nintendo hat heute die japanische Website zum 25-jährigen Ju... ~http 
-1,würde dir gerne so viel sagen doch du bist leider weg.
1,Wünsche allen die es lesen möchten einen wunderschönen Abend; bei dem Wetter keine Kunst.
0,Wünsch dir was  ~http 
0,Wäsche bügeln
1,wärmt sich in ihrem gemütlichen zimmer auf :)
-1,wär schick ne ;) aber dann könntest du meine gefühle nicht sehen und mein schlag käm überraschend :DD
-1,wääääh~ blöde urm... keinen bock mehr zu lernen T__T
0,"Wat de ""Loulou"" Schiltz kann; dat kann den Halsdorf scho laang. Och heen waert viru Geriicht géint de Colonel Ries verleieren."
1,wasfür ein fetter sound: get well soon - und legal kostenlose live ep ~http 
0,was zum geier ist AIKIDO????
0,Was soll man zu diesem TRailer noch sagen außer ... Möge die Macht mit euch sein: ~http
-1,was soll das denn jetzt heißen
0,was soll #bchh09 überhaupt sein? Ja ich bin unwissend....
0,was macht eine betrunkene blumenverkäuferin? fleder-floristik! #alkohol #spaß #epic
0,Was lernen wir aus der Sache mit MS uns Skype..! keine Macht  Microsoft und Appel lernt mit Alternative Betriebssysteme umzugehen
0,Was ist Microsoft Works? Ein Widerspruch!
0,Was ist das?? Fc manner schnitte oder was? :) ~http 
0,Was isn da in der Bundesliga schon wieder los? Dortmund liegt hinten. Die Mainzer führen.
0,Was haben ein Smart; ein dicker Audi und ein Tischlerei-Transporter gemeinsam? Nen fetten Crash vor meinem Bürofenster. Sind alle wohlauf!
0,Was habe ich heute gelernt: Wie meine Kipp-Funktion an meinem Schreibtischstuhl an mache. XD
1,Was für eine Aussicht! ~http 
1,was für ein spiel.....
0,Was denn auf #MSN heute los??? ~http 
1,Was bitte schön ist das??? ~http 
0,was @user heisst? Ganz easy: Deutschlands weltbestes Dossier; Leute!
0,Warum wundern sich alle; das die Linke Castro bewundert? Immerhin hat der nicht nur eine Mauer um sein Land gebaut; sondern ein ganzes Meer!
0,Warum wird neben dem Unilever Gebäude in der Hafencity ein Riesenrad aufgebaut???
0,Warum macht Microsoft auf WinXP Systemen Werbung für den IE9?
-1,warum hat man das slidepad vom nintendo 3ds nicht blau; bzw. schwarz gelassen; sondern ist in der finalen version grau?
-1,Warum die #CDU die nächsten Wochen mit dem Themen #Netzsperren und #Guttenberg aktiv Wahlkampf für die #Piraten machen will; ist mir unklar.
0,Warum beklagen sich eigentlich alle über den Herbst? Von wegen schlechtes Wetter und so. Ich liebe den Herbst. Ist die schönste Jahreszeit.
1,WARM! O_O Ich weiß nicht wieso; aber ich fühl mich Heute sexy!!! 8D
0,War ja klar. Behörden verbieten #Protest gegen #Papst ~http
1,War gestern das erste mal in einem Fitness-Studio. Hab eigentlich einen verdammt großen muskelkater erwartet; aber heute merk ich nichts :-D
-1,WahlRECHT; liebe Leute. Nicht WahlPFLICHT. Das ist ein Geschenk; keine chronische Krankheit. #Wahlmuffel
0,Wahlergebnisse schau ich auf ZDF immernoch viel lieber ;-)  Die FDP in einer Ampelkombi wäre nicht sonderlich prickelnd...
0,Wahlergebnispräsentation Kreis #Kleve; #Wesel; usw. -&gt; ~http  ; wird idR. laufend während der Auszählung aktualisiert!
0,vote für mehr #eigenverantwortung beim lernen; auch in schulen!! endlich spaß dabei und es bringt was!! #schulsystem #veraltet
1,Vorteil vom Home Office: Bei Web Seminaren Bier trinken...
0,Vorhin mit 5 Leuten die Sailor moon OP gesungen~ :3
0,"Vorhin heiße Zitrone getrunken und gedacht: ""Woran erinnert dich das nur?!"" Nun Fällt's mit ein. TEQUILA 8D"
-1,"Vorhin an der Kinokasse war eine ganze Schulklasse vor mir. Dachte mir nur "" bitte nicht den gleichen Film"". Die waren echt laut."
0,"Vorhin ""Splitter"" zu Ende gelesen und dann erstmal spaziergang gemacht um das sacken zu lassen. Puhhh. Aber guuut!"
-1,vor 12 stunden lagen wir noch zusammen am strand. ach man :/
1,von unten nach oben; aus dem dreck ans licht; der löwe der strasse; wie phoenix aus der asche; ich flieg!
0,Von höchster Stelle: Hallöle! Wie die Gerüchteküche erzählt; soll der oberste Chef im Landkreis; Thomas Bold; sich... ~http
0,Von einem ganz ungefährlichen Pferdevirus - mz-web.de ~http
-1,volle Kanne durch mdl.Prüfung gefallen. Kein Sprachfluß. Hallo; schomal was von Stausee gehört?
0,Villa de Leyva im Departament Boyacá: 438 Jahre Geschichte und Kulturerbe Kolumbiens. @user Fotos ~http 
0,Vielleicht sollte ich doch mal Bing eine Chance geben
1,"Vielleicht ist nicht alles was aus Amerika kommt automatisch ""schlecht"". Was würden Sie sagen; wenn Sie nur 20 % für Ihr Geschenke ausgeben?"
0,vielen dank.klarer sieg für gucci ;D
0,Vielen Dank! ab jetzt erhalten sie das Eurovisions Packet für 10;99€ pro Woche auf ihr Handy! #ardesc
0,"Vielen Dank für das KonFerenz-Special von der Podfee Annik Rubens zum Digitalrelease von ""In Flagranti""! ~http "
1,Viel versprechende #effzeh Zugängen bis jetzt; nur noch Hajnal fehlt mir.Nur mal so;der gescholtene Meier war schon sehr weit mit d. Spieler
0,Videothek zwecks Abk. durch Hintereingang der 18+ Abteilung betreten.Interessant wie viele Rentner da rumhängen.Koronale Trainingsmaßnahme?
1,Video: Das sicherste Fahrradschloss der Welt Eine verrückte Technik-Idee; die nicht nur Fahrraddiebe zum... ~http
1,Video schneiden. ;D
0,Viacom verliert vor Gericht gegen Google ~http 
0,via/ @user Immobilienangebot: chice 2 Zimmer #Wohnung in #Dresden Kleinzschachwitz; absolut ruhig und elbnah; 62 m²  ~http
0,Via Facebook wieder im Google-Index. ~http 
1,VIA @user Weil unser Herz Liebe kennt ♥ sehr schön!
0,Verwende nun Twitter zusammen mit StartXXL: ~http 
0,Versandhändler Otto will nach Brasilien expandieren ~http
-1,Verrückt. Wie manche Droge einen zerstören kann. ~http  #drogen #fotografie
-1,Vermisse sie einfach. aber trau mich nicht es ihr mal zu sagen.
0,Verkopft und zugenäht
0,Verkaufe einen Nintendo DS lite cobalt Blue mit cyclo ds Evolution für 200€ VB.(4 Monate alt)  ~http
0,Vergesst den Social Media ROI!  ~http 
0,Verfügbar
0,Verfassungsbeschwerde gegen Websperren-Gesetz ~http 
0,Verewige dich unter ~http  als Kapitän der Fußball Nationalmannschaft in einem von 2000 exklusiven adidas SPORT 2000 Superpostern!
-1,verdammte Urlaubszeit und schon steigt  die Zahl der Fundtiere; der Ausgesetzten !!!
1,Verdammt; war der Film cool! #fastfive
0,Veranstaltung: Medellin’s International Jazz Festival: Schedule ~http  #Kolumbien #Jazz #Südamerika
0,"Veranstaltung: Heute; 07.09. in Köln ""A Lo Latino Special"" im Petit Prince mit DJ Eddy & clm ~http  #Salsa #Merengue"
0,"Veranstaltung Köln: ""Caipirinha Latina"" - Samstag 03. Sept. im Petit Prince ~http  von Salsa bis Reggaeton"
0,Urteil: Samsung darf Galaxy Tab nicht verkaufen ~http  #Apple #ipad #samsung #galaxypad #Patente #Monopol
-1,Urlaub suchen und buchen ist soooo anstrengend!!!
-1,Urlaub fängt mit der Erkenntnis an; dass mir jemand ne fette Beule in die Tür gefahren hat und abgehauen ist :-(
0,"Urinstinkte. Schätze ich bin nicht der einzige; der stattdessen ""Urin stinkte"" liest ^^"
0,Urheberrechts-Trolle in der Wikipedia ~http 
0,Update für Deutsche Samsung Galaxy S2 mit dem DBT Product-Code via KIES
1,Unterricht ohne Lehrer ist toll. &lt;3
0,Unsere neue Homepage ist online! ~http  Wir freuen uns über Ihr Feedback!
0,Unsere Marke: PDS ® Performance Development System; ein ganzheitlich-systemisches Entwicklungs-Konzept für Personen + Unternehmens + Org.!
0,Unsere amerikanischer Partner ~http 
0,Unser Wetter in Mengen: ~http  #KondorAviatik #Fliegen #Sonne
0,Unser Team wächst: Die Medienwissenschaftlerin Juliane Lungershausen ist seit Anfang 2011 Junior Beraterin. ~http 
1,Unser kleiner Engel (Bendicta) freut sich TÄGLICH auf Eure Stimmen beim Fotowettbewerb. Danke ~http 
1,Unser heutiger Stargast! :-) ~http
0,Unser GM Achim Berg zu Entwicklungen in der ITK-Branche; Microsoft Geschäftsstrategie&Bedeutung der #CeBIT.... ~http 
0,Unser Angebot für Latinisten und andere Philologen: ~http  #latein #mittelalter #ausonius #philologie #verlag #kliomedia
0,"Ungläubig schüttelt der Richter den Kopf: ""Sie wollen allen ernstes behaupten; man hätte Sie zu dieser Strafta...~http "
-1,Unglaublich; dass es immer noch Blogs ohne RSS-Feed gibt...
0,Unfassbar: Britney Tickets für 2;30 Euro! ~http 
0,Uneingeladene gaeste bei einer party sind echt assi; vor allem wenn sich dabei um die #polizei handelt! #rockon
0,und zwar epic fail vom feinsten!
0,Und wir machen uns knackig (@ McFit Bonnerstr) ~http
0,Und wenn es das letzte ist was ich tue...
0,Und weil ich genau WUSSTE; dass @user gleich online kommt; bin ich noch nicht im Bett; nämlich.
-1,Und schon kommt einem das Leben ein kleines bisschen grauer vor...
0,und schon hab ich kein bock mehr auf spanisch; todo lo que apesta
-1,Und manchmal nervt es; dass NewYorker keinen Onlineshop hat. D:
0,Und ja. Ich hatte vorher einen quadratischen Monitor :D
0,Und ich arbeite weiter und weiter an meine Website. Ich bin schon recht zufrieden mit ihr; das Farbschema ist jetzt auch ganz ok.
-1,Und heute lag der Frosch vor meiner Tür!Er war Tod.Tod Zerquetscht!Wer dahinter steckt is unbekannt.Die Freiheit ist schon lange Tod Freunde
1,Und der Moment; in dem man beschließt; nicht alles ergründen zu wollen um seinen Frieden zu finden; .. wird den Frieden bringen.
0,Und der Jung ist erst 19; so neben bei ;) RT @user Alter Falter! RT @user Das Tor war so hammer ~http 
-1,und dann kommt der Tag an dem die ganze Welt unter dir zerreist...
0,Und damit parkte Herr Dachs bei Frau Hecht ein und sie schliefen ein.
0,Und am Ende der Straße steht ein Haus am See.
0,und @user machen sich gerade mit  nate dogg und Area Codes ready für booooooooooooooooom bap! Pb`s @user finest legt auf...
0,Umwelt: Kolumbien will Holzeinschlag im Regenwald bis 2020 komplett einstellen und bis dahin 77% der Energi… (cont) ~http 
0,um viertel vor 11 wieder 1 1/2 std fahrstunde xx hoffentlich kann ichs noch xD haha
1,Uh danke Facebook. Endlich haben die Leute den alten Chat wieder. Und das Geweine ist zu Ende.
0,UFFIE UFFIE - wäre ganz nice so
0,ufem weg nach zöri
0,twittern auch leute; denen es schlecht geht? /via @user - Spannende Frage nach Qualität und Bedeutung der Sozialbeziehungen im Netz!
0,Twitter-Gewinnspiel von SE: @user folgen; #WinSatio posten und ein Sony Ericsson Satio gewinnen
-1,Twitter hängt und hat wohl mit technischen Problemen zu kämpfen???!!! ich kann meine nachricht nicht posten!!!!!
0,Twitter - lange vernachlässigt; aber es war einfach so viel privates los *G* ... Trotzdem viel gelesen in der Zeit siehe Blog ;)
0,Twee Free wird im Juli aus dem App Katalog entfernt. Eine Twee2 Testversion ist derzeit nicht geplant #webos #palm #pre #pixi
0,TV-Show in Frankreich stellt Milgram Experiment nach. ~http
0,Turnschuhe für die Dritte Welt. Adidas kooperiert mit Nobelpreisträger Muhammad Yunus. Quelle: TextilWirtschaft
0,tschöss isch das widr schnäll umegange..
0,Trotz Apple-Klage: Samsung Galaxy Tab 10.1 bei Vodafone erhältlich ~http  via @user
1,Trivial Pursuit aufm iPhone macht richtig Laune! Und das mir; dem Brettspielverweigerer!:  ~http 
0,Trend Drinks: Mit Fotos von Oliver Schwarzwald - von Arnd Heißen - Edition Styria. ~http 
0,Treffen Sie Logwin auf dem 9. Branchenforum Automobil-Logistik am 27.1. im Audi Forum Ingolstadt.Wir freuen uns auf den persönlichen Dialog!
0,Träumen von warmen Eislutschern: ~http
0,trägt eigentlich noch jemand Buffalo Schuhe? ;)
0,Tramparty Zürich ~http 
0,Trainingslehrgang  in Freital bei Dresden mit  JKA Karate Instructor Julian Chees (5.Dan) mehrfacher Kata Weltmeister & Deutscher Meister
1,Tolle Tatorte am Tegernsee gesichert: Spielcasino; Bräustüberl; Büttenpapierfabrik; Wallberg. Die Spurensuche geht weiter!
0,Tipps zum Energiesparen in der aktuellen Kundenzeitung; auch Online lesen! ~http 
0,"Tipp! Käthe #Kollwitz #Jubiläumsaustellung ""Paris bezauberte mich"" bis 30.Januar 2011 verlängert. ~http "
0,Testankündigung - Xtreme cellulite Creme... ~http 
0,"Techniknews: ""Office 365"" - Microsoft Office Webapp im Browser - Beta startet heute; Anmeldung kostenlos ~http  @user"
0,Technik der Zukunft ; wie sie sich Microsoft vorstellt:   ~http 
0,Tec Watch; Neues von der #IFA ~http
0,Tanz mit mir; spiel mit mir; hab spaß mit mir ... Watch the moving bodies; as they react to the sound
0,Talentloser Musiker? Bei @user aus gesummter Melodie 'nen ganzen Song machen. Vorhin bei Funkhaus Europa und jetzt auf ~http 
0,Tagesstatistik: 308 neue Beiträge; 16 neue Themen; 12 neue Galeriebilder! Verpasst? ~http 
0,Tagesstatistik: 302 neue Beiträge; 16 neue Themen; 3 neue Galeriebilder! Verpasst? ~http 
0,Tagesstatistik: 214 neue Beiträge; 12 neue Themen; 9 neue Galeriebilder! Verpasst? ~http 
0,Suuper: Postit-Motivcontest an Bürofenstern ~http  /v @user
1,Super Wetter! Heute abend gleich mal noch ins #Freibad nach #Nagold ins kühle Nass!!!
0,Suncase Ledertasche für Samsung Galaxy S2 ~http 
0,Suche: Samsung Galaxy Tab  Verkaufe: Motorola Defy   Hat jemand was?!
0,Suche eine Tasche für mein Acer Iconia Tab A500 und diesen neuen Akku für das Samsung Galaxy S2?
0,suche ein Samsung Galaxy S i9000
0,Such den Fehler @user  ~http 
0,Streiche lieber ein Jahr in deinem Leben und gestalte die nächsten 365 Tage neu.  Franz Kern
-1,Stop! nein das kann nicht war sein!
1,Steuererklärung: check :)
0,"Stellte grad Wortsuchfunktion ein und tippte ""Ficken"". Ganzer Bildschirm wurd gelb. Was soll mir das jetzt sagen?"
1,steinofen flammkuchen käse lauch.. beste was grade geht.. lecker lecker lecker.. (:
1,steht auf den Werbespot Song von Adidas Originals --&gt; Madcon - Beggin!!! ~http 
0,Steffi Holz: Alltägliche Ungewissheit. Erfahrungen von Frauen in #Abschiebehaft. Literatur bei Unrast: ~http 
0,Stallon rief sie und sie kamen. Dieser Film verspricht ein richtiges Actionfeuerwerk zu werden. ~http 
0,Square Enix verschiebt ‘Final Fantasy Tactics’ weiter nach hinten ~http 
0,Spruch der Woche: Nichts ist entspannender; als das anzunehmen; was kommt. (Dalai Lama)
1,sprint! ich will das sprintfinale der männer endlich sehen!!
0,Sport: Real Mallorca fliegt zu einem Freundschaftsspiel am 27. Mai nach Kolumbien ~http 
-1,Spinne in meinem Zimmer getötet &gt;.&lt;
0,Spieltag 33 Gesamtwertung:  @user 320 Pkt. @user  318 Pkt. @user 315 Pkt.
0,Spieglein Spieglein an der Wand; welcher ist der beste Tweet im Land?
0,spiegel online schreibt; dass obama eine fliege gefangen hat  ~http  und lässt mich ratlos zurück!
0,Spezial zur IFA: Microsoft Office Professional Plus 2010 für 59;90 Euro ~http 
0,Spartakus auf RTL
0,Soziale Netzwerke wie #Facebook oder #Xing werden bei der Polizei bei der #Fahndung nach Verkehrsündern immer beliebter. ~http 
-1,Sorry; Frauenfussball kann man nicht schauen. Auch wenn das deutsche Fernsehen alles verucht; um es attraktiv zu machen. #nichtmeinewelt
0,Sorry für 1 Sekunde Unprofessionalität. Aber Apple vs. Samsung vs. Google vs. Nokia vs. Microsoft vs. Lodsys vs. PayPal fängt an zu nerven.
0,sooooooooooo! die kleine lisa geht jetzt auch schlafen! gute naaaaaacht!!! =)))
1,Soooo auf geht's Löwen kämpfen und siegen :)) (@ Eissporthalle Neuss) ~http 
0,Sooo;im out :)
0,sooo müde &gt;3&lt; gute Nacht!
1,soo...um circa 10 uhr muss ich erst am bahnhof sein und kann demnach noch was chillen...:D
0,Sonne = Chillen; Chillen = Entspannen; Entspannen = Twittern
0,Sommerschüchen!!! (@ Audi Zentrum München) ~http 
0,Sollte Inter Mailand im Dezember auch noch den Weltpokal gewinnen; dann wird das Trikot ganz schön mit Aufnähern voll geklebt sein.
0,Softwarereparatur Bootreparatur für HTC - Samsung usw. ~http
0,Soeben Kräuterbuttergewürz; Hähnchengrillgewürz und Currymischungen in die Nähe von Hamburg; nach Pinneberg verkauft. #KohlsLaedle sagt Dank
1,Soeben ist der heutige Kreuzfahrt-Newsletter verschickt worden. Ihr wollt die Themen des Tages kennen? Meldet euch an! ~http 
-1,Social Media Fail: Von Fehlern lernen | MaWoGo GROUP ~http 
0,So; wir bauen grade kräftig am Programm für die nächsten Monate. Nächsten Freitag starten wir aber erstmal so richtig für 2011.Bloomclub yo!
0,So; wer bleibt denn noch als IDOL? #Loriot
0,So; war ganz schön erschöpft - jetzt: Mein dritter Tweet!!!
1,So; noch ein letztes mal alleine schlafen; dann hab ich endlich @user wider *freu*
0,So; jetzt erstmal anziehen & arbeiten gehn ... xD
1,So; ich geh jetzt wählen! =) Wen wird nicht verraten =)
0,So; heute mal etwas früher ins Bett. Morgen Besprechung; möglichst ohne große Müdigkeit über die Runden bringen...
-1,So; habe jetzt genug von den Schein-Knieschmerzen. Gehe mir jetzt gepflegt einen oder zwei oder... Glühwein trinken...
0,So; für alle Interessierten; ich habe eine Mail vom Samsung Kundenservice/Support erhalten mit folgendem Inhalt (vielle ~http 
1,So; die letzten beiden kleinen süßen Schlingel haben nun auch ein gutes neues Heim gefunden! Danke an alle; die eins adoptiert haben!!! :-)
1,So.4 Tage studio mit der Band sind rum. Anstrengend wars. Aber sau geil. Wer ist der beste rapper in town. Koby. Grins
-1,so... deg ticket verkauft bekommen... was sie aktuell an musik produzieren ist net mein fall &lt;_&lt;;
1,So!Ich hab zwar gestern nix verstanden...aber naja los gehts ab in den neuen Tag!
0,so zwischen schlafen und koma schloma
0,So würde ich es auch schreiben: ~http 
0,So richtig leckeren Jackie und ne Frau wären jetzt echt schick. Und was ist? Red Bull Cola und Dvd gibt es nur. Lame...
1,so nun meld ich mcih auch mal wieder zu Wort :D bin zur Zeit leider auch etwas ausgelastet; so das ich kaum zum schreiben komme ^^
